Unnamed: 0,Unnamed: 0.1,488_only_foci,488_overlap_foci,488_total_foci,561_only_foci,561_overlap_foci,561_total_foci,cell,filename,flagged_oof,flagged_z,im_n_cells,im_raw_cells,image,stains,cell_line,parent,treatment,czi_id
9,9,4.0,17.0,21.0,84.0,18.0,102.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,3
10,10,3.0,32.0,35.0,87.0,32.0,119.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,3
11,11,3.0,16.0,19.0,198.0,16.0,214.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,Torin,3
12,12,5.0,28.0,33.0,169.0,26.0,195.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,Torin,3
13,13,5.0,69.0,74.0,105.0,70.0,175.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,3
14,14,3.0,20.0,23.0,64.0,21.0,85.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,3
15,15,8.0,71.0,79.0,129.0,76.0,205.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,3
16,16,1.0,18.0,19.0,37.0,18.0,55.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,3
17,17,7.0,40.0,47.0,51.0,42.0,93.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,1.0,3.0,3.0,7.0,LC3-p62,dTMEM,HEK,Torin,3
18,18,9.0,43.0,52.0,126.0,47.0,173.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,Torin,3
19,19,5.0,22.0,27.0,101.0,23.0,124.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,Torin,3
20,20,12.0,51.0,63.0,133.0,51.0,184.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,9.0,LC3-p62,dTMEM,HEK,Torin,3
21,21,1.0,46.0,47.0,98.0,49.0,147.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,1.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,3
22,22,7.0,79.0,86.0,81.0,83.0,164.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_3_AiryscanProcessing.czi,1.0,1.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,3
0,0,5.0,29.0,34.0,92.0,30.0,122.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,1.0,LC3-p62,dTMEM,HEK,No Torin,2
1,1,0.0,14.0,14.0,34.0,14.0,48.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dTMEM,HEK,No Torin,2
2,2,3.0,10.0,13.0,77.0,10.0,87.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dTMEM,HEK,No Torin,2
3,3,0.0,38.0,38.0,179.0,38.0,217.0,3.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,2.0,LC3-p62,dTMEM,HEK,No Torin,2
4,4,2.0,22.0,24.0,48.0,22.0,70.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,2
5,5,5.0,28.0,33.0,61.0,30.0,91.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,2
6,6,6.0,59.0,65.0,41.0,57.0,98.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dTMEM,HEK,No Torin,2
7,7,11.0,44.0,55.0,34.0,42.0,76.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dTMEM,HEK,No Torin,2
8,8,3.0,43.0,46.0,26.0,43.0,69.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,2
9,9,3.0,48.0,51.0,46.0,51.0,97.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,2
10,10,2.0,42.0,44.0,118.0,41.0,159.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,6.0,LC3-p62,dTMEM,HEK,No Torin,2
11,11,5.0,35.0,40.0,34.0,35.0,69.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,2
12,12,0.0,34.0,34.0,30.0,40.0,70.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,2
13,13,21.0,62.0,83.0,70.0,63.0,133.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,1.0,1.0,8.0,LC3-p62,dTMEM,HEK,No Torin,2
14,14,3.0,35.0,38.0,79.0,38.0,117.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,2
15,15,8.0,36.0,44.0,79.0,37.0,116.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,2
16,16,15.0,56.0,71.0,87.0,57.0,144.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,No Torin,2
17,17,12.0,57.0,69.0,61.0,59.0,120.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,No Torin,2
0,0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,1.0,LC3-p62,dFIP200,HEK,Torin,1
1,1,10.0,0.0,10.0,6.0,0.0,6.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,1.0,LC3-p62,dFIP200,HEK,Torin,1
2,2,5.0,3.0,8.0,8.0,3.0,11.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,1.0,LC3-p62,dFIP200,HEK,Torin,1
3,3,5.0,0.0,5.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dFIP200,HEK,Torin,1
4,4,1.0,0.0,1.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dFIP200,HEK,Torin,1
5,5,6.0,0.0,6.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dFIP200,HEK,Torin,1
6,6,6.0,0.0,6.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dFIP200,HEK,Torin,1
7,7,5.0,0.0,5.0,5.0,0.0,5.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,4.0,LC3-p62,dFIP200,HEK,Torin,1
8,8,4.0,0.0,4.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,4.0,LC3-p62,dFIP200,HEK,Torin,1
9,9,8.0,1.0,9.0,0.0,1.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,5.0,LC3-p62,dFIP200,HEK,Torin,1
10,10,7.0,0.0,7.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,5.0,LC3-p62,dFIP200,HEK,Torin,1
11,11,13.0,0.0,13.0,3.0,0.0,3.0,3.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,5.0,LC3-p62,dFIP200,HEK,Torin,1
12,12,8.0,0.0,8.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,6.0,LC3-p62,dFIP200,HEK,Torin,1
13,13,6.0,0.0,6.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dFIP200,HEK,Torin,1
14,14,8.0,0.0,8.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dFIP200,HEK,Torin,1
15,15,5.0,0.0,5.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dFIP200,HEK,Torin,1
16,16,5.0,0.0,5.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dFIP200,HEK,Torin,1
17,17,6.0,0.0,6.0,4.0,0.0,4.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dFIP200,HEK,Torin,1
18,18,1.0,0.0,1.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,9.0,LC3-p62,dFIP200,HEK,Torin,1
19,19,4.0,0.0,4.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,10.0,LC3-p62,dFIP200,HEK,Torin,1
20,20,5.0,0.0,5.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,3.0,10.0,LC3-p62,dFIP200,HEK,Torin,1
0,0,3.0,32.0,35.0,78.0,32.0,110.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,No Torin,4
1,1,6.0,42.0,48.0,99.0,46.0,145.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,No Torin,4
2,2,7.0,36.0,43.0,65.0,34.0,99.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,No Torin,4
3,3,4.0,41.0,45.0,90.0,39.0,129.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dTMEM,HEK,No Torin,4
4,4,1.0,50.0,51.0,111.0,53.0,164.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,4
5,5,13.0,60.0,73.0,122.0,63.0,185.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,No Torin,4
6,6,6.0,54.0,60.0,147.0,56.0,203.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,1.0,3.0,4.0,LC3-p62,dTMEM,HEK,No Torin,4
7,7,2.0,14.0,16.0,26.0,14.0,40.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,4
8,8,1.0,33.0,34.0,49.0,34.0,83.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,5.0,LC3-p62,dTMEM,HEK,No Torin,4
9,9,5.0,43.0,48.0,28.0,43.0,71.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,No Torin,4
10,10,10.0,62.0,72.0,32.0,67.0,99.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,No Torin,4
11,11,0.0,50.0,50.0,82.0,50.0,132.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,4
12,12,4.0,38.0,42.0,56.0,36.0,92.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,7.0,LC3-p62,dTMEM,HEK,No Torin,4
13,13,0.0,34.0,34.0,68.0,37.0,105.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,4
14,14,0.0,28.0,28.0,29.0,29.0,58.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dTMEM,HEK,No Torin,4
15,15,3.0,20.0,23.0,39.0,20.0,59.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,4
16,16,15.0,23.0,38.0,34.0,22.0,56.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,9.0,LC3-p62,dTMEM,HEK,No Torin,4
17,17,1.0,39.0,40.0,42.0,41.0,83.0,1.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
18,18,4.0,42.0,46.0,40.0,43.0,83.0,2.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
19,19,5.0,81.0,86.0,99.0,84.0,183.0,3.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
20,20,1.0,29.0,30.0,57.0,28.0,85.0,4.0,LC3-p62_HEK_dTMEM_No Torin_10Pos_4_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,10.0,LC3-p62,dTMEM,HEK,No Torin,4
0,0,14.0,88.0,102.0,90.0,93.0,183.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,1
1,1,4.0,49.0,53.0,63.0,47.0,110.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dTMEM,HEK,Torin,1
2,2,8.0,68.0,76.0,169.0,69.0,238.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
3,3,10.0,45.0,55.0,100.0,48.0,148.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
4,4,4.0,22.0,26.0,149.0,22.0,171.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
5,5,1.0,57.0,58.0,101.0,58.0,159.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
6,6,2.0,20.0,22.0,108.0,20.0,128.0,5.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
7,7,1.0,35.0,36.0,87.0,35.0,122.0,6.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
8,8,3.0,6.0,9.0,77.0,7.0,84.0,7.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,7.0,8.0,2.0,LC3-p62,dTMEM,HEK,Torin,1
9,9,2.0,53.0,55.0,100.0,55.0,155.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,Torin,1
10,10,4.0,61.0,65.0,125.0,65.0,190.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,3.0,LC3-p62,dTMEM,HEK,Torin,1
11,11,2.0,34.0,36.0,80.0,35.0,115.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
12,12,1.0,17.0,18.0,66.0,18.0,84.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
13,13,13.0,6.0,19.0,11.0,10.0,21.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
14,14,32.0,14.0,46.0,35.0,12.0,47.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,4.0,LC3-p62,dTMEM,HEK,Torin,1
15,15,1.0,17.0,18.0,43.0,16.0,59.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
16,16,2.0,14.0,16.0,39.0,13.0,52.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
17,17,11.0,51.0,62.0,153.0,50.0,203.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,3.0,4.0,5.0,LC3-p62,dTMEM,HEK,Torin,1
18,18,3.0,31.0,34.0,71.0,29.0,100.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,1
19,19,0.0,55.0,55.0,84.0,56.0,140.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,6.0,LC3-p62,dTMEM,HEK,Torin,1
20,20,7.0,39.0,46.0,51.0,39.0,90.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,7.0,LC3-p62,dTMEM,HEK,Torin,1
21,21,19.0,70.0,89.0,107.0,74.0,181.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
22,22,6.0,39.0,45.0,128.0,37.0,165.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
23,23,10.0,38.0,48.0,111.0,38.0,149.0,3.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
24,24,20.0,44.0,64.0,67.0,44.0,111.0,4.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,4.0,4.0,8.0,LC3-p62,dTMEM,HEK,Torin,1
25,25,24.0,59.0,83.0,60.0,60.0,120.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,1.0,1.0,9.0,LC3-p62,dTMEM,HEK,Torin,1
26,26,10.0,20.0,30.0,77.0,22.0,99.0,1.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,1
27,27,5.0,24.0,29.0,57.0,25.0,82.0,2.0,LC3-p62_HEK_dTMEM_Torin_10Pos_1_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,10.0,LC3-p62,dTMEM,HEK,Torin,1
0,0,17.0,0.0,17.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dATG7,HEK,No Torin,2
1,1,16.0,0.0,16.0,3.0,0.0,3.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,1.0,LC3-p62,dATG7,HEK,No Torin,2
2,2,17.0,0.0,17.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dATG7,HEK,No Torin,2
3,3,8.0,0.0,8.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,1.0,2.0,2.0,2.0,LC3-p62,dATG7,HEK,No Torin,2
4,4,12.0,0.0,12.0,2.0,0.0,2.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dATG7,HEK,No Torin,2
5,5,5.0,0.0,5.0,2.0,0.0,2.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,3.0,LC3-p62,dATG7,HEK,No Torin,2
6,6,21.0,0.0,21.0,2.0,0.0,2.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dATG7,HEK,No Torin,2
7,7,19.0,0.0,19.0,8.0,0.0,8.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,4.0,LC3-p62,dATG7,HEK,No Torin,2
8,8,8.0,0.0,8.0,1.0,0.0,1.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,3.0,5.0,LC3-p62,dATG7,HEK,No Torin,2
9,9,12.0,0.0,12.0,1.0,0.0,1.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,3.0,5.0,LC3-p62,dATG7,HEK,No Torin,2
10,10,29.0,0.0,29.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-p62,dATG7,HEK,No Torin,2
11,11,3.0,0.0,3.0,0.0,0.0,0.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-p62,dATG7,HEK,No Torin,2
12,12,16.0,0.0,16.0,0.0,0.0,0.0,3.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,3.0,3.0,6.0,LC3-p62,dATG7,HEK,No Torin,2
13,13,16.0,0.0,16.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,7.0,LC3-p62,dATG7,HEK,No Torin,2
14,14,21.0,0.0,21.0,4.0,0.0,4.0,2.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,1.0,0.0,2.0,2.0,7.0,LC3-p62,dATG7,HEK,No Torin,2
15,15,22.0,0.0,22.0,0.0,0.0,0.0,1.0,LC3-p62_HEK_dATG7_No Torin_10Pos_2_AiryscanProcessing.czi,0.0,0.0,2.0,2.0,8.0,LC3-p62,dATG7,HEK,No Torin,2
